z,n,hl
78,97,-7.09568608575955
78,98,-6.697402896918013
78,99,-6.498806606935368
78,100,-6.1828362614784504
78,101,-6.172470746006616
78,102,-5.750618579929167
78,103,-5.782803263300569
78,104,-5.294144095187149
78,105,-4.907741999908869
78,106,-4.482609253422929
78,107,-3.870009121368658
78,108,-3.624440771205319
78,109,-3.5714362438963443
78,110,-1.5553991565085743
78,111,-2.9062745620817863
78,112,11.696644472872293
78,113,-2.1105064289321844
78,115,1.6992580884749808
78,119,-2.643836572055213
78,121,-4.23210464005128
78,122,-2.8421335610505176
78,123,-5.3227153478796865
78,124,-2.299051429681893
78,125,-6.498806606935368
78,126,-6.485969382230196
78,128,-14.294686624279443
78,129,-14.294686624279443
78,130,-14.294686624279443
79,91,-11.036408609036412
79,92,-12.156383926113161
79,93,-9.156383926113161
79,94,-9.07885085844561
79,95,-8.419625360887743
79,98,-7.322425914692098
79,99,-7.08383325896455
79,100,-6.647548258216292
79,101,-6.574527320873487
79,102,-6.362086039778961
79,103,-6.308474908765077
79,104,-5.867362837922196
79,105,-6.184939386566215
79,106,-5.092266426501412
79,107,-4.691271578866515
79,108,-4.80157726417565
79,109,-4.774203091538651
79,110,-4.2627734598177325
79,111,-4.089211587538553
79,112,-3.440076986183648
79,113,-3.248777157244434
79,114,-2.6957593964442395
79,115,-2.3624919936386566
79,116,-0.2927565717005079
79,117,-1.7722259583198254
79,119,-2.1318791525638767
79,120,-2.065501548756432
79,121,-4.035809994907312
79,122,-4.305682008580907
79,123,-6.045488266888331
79,124,-5.720655356551724
79,125,-5.89892353486168
79,126,-5.9936566286154624
79,127,-5.896746615607405
79,128,-14.021685352215705
79,129,-14.021685352215705
79,130,-14.021685352215705
79,131,-14.021685352215705
80,91,-11.727954595293223
80,92,-11.135194627043223
80,93,-10.595716619943424
80,94,-10.176587312201448
80,95,-9.473500741670598
80,96,-9.191310569022155
80,97,-8.430620745189206
80,98,-8.073109393572777
80,99,-7.4776173078654296
80,100,-7.085506842854116
80,101,-6.942504106168081
80,102,-6.4641781503100475
80,103,-6.5256787533356695
80,104,-6.009269977453273
80,105,-5.807725114812399
80,106,-5.580776270150488
80,107,-5.441901755598895
80,108,-5.20877199557285
80,109,-4.839841764270933
80,110,-4.419625360887743
80,111,-4.030459276523211
80,112,-3.256762367565817
80,113,-3.3627205095512704
80,114,2.647671054253582
80,115,-2.920075734982594
80,117,-2.1353751505756593
80,123,-0.8939628691110894
80,125,-5.0096922375564485
80,126,-4.800532030261
80,127,-5.258257358652768
80,128,-4.1078714998319885
80,129,-5.942504106168081
80,131,-14.021685352215705
80,133,-14.021685352215705
80,134,-14.021685352215705
80,135,-14.021685352215705
80,136,-14.021685352215705
81,95,-9.782803263300568
81,96,-9.243534101832061
81,97,-8.09397289031543
81,98,-8.137078770917775
81,99,-7.461380108994744
81,100,-6.993656628615462
81,101,-7.007444913101096
81,102,-6.659957516198113
81,103,-6.494485233152726
81,104,-6.20877199557285
81,105,-6.059473913105105
81,106,-5.791236430837432
81,107,-5.647548258216292
81,108,-5.358927520534132
81,109,-5.305682008580907
81,111,-4.738384123512156
81,112,-4.386201605400793
81,113,-4.202141416673837
81,114,-3.8780461169411624
81,115,-3.677686283158544
81,116,-3.489185766121043
81,117,-3.218228236567292
81,118,-3.0721002008890537
81,119,-2.5258635988297997
81,120,-2.0791193783639605
81,121,-1.4720348115251585
81,123,0.5781244254317062
81,125,-5.097199308481791
81,126,-5.0421369775116105
81,127,-5.235928552253062
81,128,-5.385799666934433
81,129,-5.606712004244888
81,130,-5.5543239347852
81,131,-6.008848127510533
81,132,-5.8360487752537935
81,133,-14.021685352215705
81,134,-14.021685352215705
81,135,-14.021685352215705
82,96,-11.419625360887743
82,97,-9.954738562585092
82,98,-9.886022750215632
82,99,-8.845594093160024
82,100,-8.758443917441124
82,101,-7.770452824914139
82,102,-7.808610526906854
82,103,-6.699466057481787
82,104,-6.815759568696518
82,105,-6.316963018990595
82,106,-6.092266426501413
82,107,-5.907741999908869
82,108,-5.647548258216292
82,109,-5.596803715584638
82,110,-5.176587312201448
82,112,-4.691271578866515
82,113,-4.5445640974960435
82,114,-4.152453632484729
82,115,-4.8121703376730744
82,116,-3.5622928644564746
82,117,-3.7664128471123997
82,118,-2.6100656462524756
82,119,-2.972622462421581
82,120,4.720447387544919
82,121,-2.227169422375768
82,122,17.1464161198172
82,123,7.230737005517236
82,127,-3.4327640905976984
82,128,1.3466410585896007
82,129,-4.163148154646066
82,130,-2.9162978090849623
82,131,-4.712055184789807
82,132,-4.28832756429012
82,133,-5.331489272187192
82,134,-14.021685352215705
82,135,-6.1999535305256614
82,136,-6.3227153478796865
82,137,-14.021685352215705
82,138,-14.021685352215705
83,101,-9.38486325462853
83,102,-11.735378613372431
83,103,-9.322715347879686
83,104,-8.930604882868373
83,105,-8.720655356551724
83,106,-7.661218168699857
83,107,-6.699466057481787
83,108,-6.405384921773133
83,109,-5.9597305081425915
83,110,-5.6953494912869544
83,111,-5.52108300164652
83,112,-5.236355517204938
83,113,-5.010255890434924
83,114,-4.750773712805224
83,115,-4.707818131846552
83,116,-4.289291592392737
83,117,-4.1595539729026685
83,118,-3.707818131846552
83,119,-3.709507995775927
83,120,-2.8720967844279612
83,121,-2.892511249247938
83,122,-1.38881522100348
83,123,-1.7668995295251855
83,124,1.4992874477191152
83,125,5.56613590281248
83,126,19.30348414155945
83,127,-1.8622818021343623
83,128,-5.390241583202534
83,129,-3.9385412090726533
83,130,-4.061785764349762
83,131,-4.421802280142018
83,132,-4.839841764270933
83,133,-5.368472838440362
83,134,-5.505370376437757
83,135,-5.980292667057481
83,136,-6.156383926113162
83,137,-14.021685352215705
83,138,-14.021685352215705
83,139,-14.021685352215705
83,140,-14.021685352215705
83,141,-14.021685352215705
84,102,-12.051648575593148
84,103,-10.35267857125713
84,104,-11.06744284277638
84,105,-9.954738562585092
84,106,-10.109640522570835
84,107,-9.156383926113161
84,108,-8.990950735239537
84,109,-7.897833711248619
84,110,-7.905520539914911
84,111,-6.832288626380487
84,112,-6.735378613372431
84,113,-5.574527320873487
84,114,-5.4751426887375745
84,115,-4.982668030218294
84,116,-4.659580032921933
84,117,-4.527530758197263
84,118,-4.071320497839582
84,119,-4.155989292299635
84,120,-3.396084839332889
84,121,-3.701954857885481
84,122,-1.617810192306306
84,123,-3.1790761126051437
84,124,0.4623864652741179
84,125,2.093709769301197
84,126,-0.4212320920481949
84,127,-7.7861569053081565
84,128,-14.030016344835756
84,129,-12.92826366705347
84,130,-11.283169043500306
84,131,-10.248142687472125
84,132,-8.337438604700393
84,133,-7.314115176117769
84,134,-5.229714151194938
84,135,-4.706414917437114
84,136,-14.021685352215705
84,137,-5.449588584265187
84,138,-4.758443917441124
84,139,-14.021685352215705
84,140,-14.021685352215705
84,141,-14.021685352215705
84,142,-14.021685352215705
84,143,-14.021685352215705
85,106,-10.268357685557094
85,107,-8.554323934785199
85,108,-9.051648575593148
85,109,-8.896746615607405
85,110,-8.036408609036412
85,111,-7.909974881341161
85,112,-7.909974881341161
85,113,-6.875557316537468
85,114,-6.651851281915544
85,115,-5.865338151355782
85,116,-5.568367012168668
85,117,-5.233988783925832
85,118,-4.851423636820749
85,119,-4.760660518223308
85,120,-4.290903076549316
85,121,-4.234933930070144
85,122,-3.684825531298896
85,123,-3.730316501764123
85,124,-3.208504819629694
85,125,-3.034019087289431
85,126,-3.0843279681857365
85,127,-8.001876958862153
85,128,-14.401896593927312
85,129,-13.75217240799779
85,130,-11.498806606935368
85,131,-11.021685352215705
85,132,-8.985589006867428
85,133,-7.3915966372875
85,134,-5.750618579929167
85,135,-5.151281446936679
85,136,-5.358927520534132
85,137,-5.7664128471124
85,138,-5.799836602599349
85,139,-5.606712004244888
85,140,-14.021685352215705
85,141,-14.021685352215705
85,142,-14.021685352215705
85,143,-14.021685352215705
85,144,-14.021685352215705
86,107,-10.438108766581756
86,108,-10.606712004244887
86,109,-9.720655356551724
86,110,-9.85535393044918
86,111,-8.685893250292512
86,112,-8.685893250292512
86,113,-7.727954595293224
86,114,-7.485969382230196
86,115,-6.653708566921111
86,116,-6.5120348726691235
86,117,-5.855353930449181
86,118,-5.626650334187075
86,119,-5.268357685557094
86,120,-4.9670722976588175
86,121,-4.7545136238126915
86,122,-4.334156391001072
86,123,-4.261262868792493
86,124,-3.5622928644564746
86,125,-2.7781512503836434
86,126,-4.342257455603587
86,127,-9.20877199557285
86,128,-14.06744284277638
86,129,-13.137078770917775
86,130,-11.845594093160024
86,131,-10.766412847112399
86,132,-8.970532829768324
86,133,-6.901111421009856
86,134,-5.75373181535331
86,135,-4.3227153478796865
86,136,-1.979831769931526
86,137,-4.335049082953412
86,138,-3.6912715788665147
86,139,-5.052269439861724
86,140,-4.851423636820749
86,141,-6.193455237488744
86,142,-5.685893250292512
86,143,-6.419625360887744
87,110,-10.720655356551724
87,111,-9.322715347879686
87,112,-9.419625360887743
87,113,-8.808610526906854
87,114,-8.706414917437113
87,115,-8.021685352215705
87,116,-7.758443917441124
87,117,-7.243534101832062
87,118,-6.907741999908869
87,119,-6.294686624279443
87,120,-6.32854489154041
87,121,-5.727219126054113
87,122,-5.795515228816707
87,123,-5.218228236567292
87,124,-5.229293662717452
87,125,-4.419625360887743
87,126,-5.956977840154056
87,127,-9.799836602599349
87,128,-14.5643081556918
87,129,-13.653708566921111
87,130,-12.156383926113161
87,131,-10.457413921777142
87,132,-9.197776611271387
87,133,-6.06105604411498
87,134,-5.030459276523211
87,135,-4.568367012168668
87,136,-4.378232675729518
87,137,-5.198211123045405
87,138,-5.124058260925264
87,139,-5.808610526906854
87,140,-5.327958403292059
87,141,-5.919023010318558
87,142,-5.798102889790349
87,143,-6.217773239687641
87,144,-6.253293939121218
87,145,-6.758443917441125
87,146,-7.5445640974960435
88,113,-10.294686624279443
88,114,-9.294686624279443
88,115,-9.007444913101095
88,116,-8.742931751262876
88,117,-8.176587312201448
88,118,-8.118595365223761
88,119,-7.368472838440362
88,120,-7.384863254628531
88,121,-6.817565369559781
88,122,-6.930604882868373
88,123,-6.384863254628531
88,124,-6.384863254628531
88,125,-5.284492709510968
88,126,-7.1078714998319885
88,127,-10.278698518895313
88,128,-14.238735218950293
88,129,-13.294686624279443
88,130,-12.085339193949544
88,131,-9.498806606935368
88,132,-9.243534101832061
88,133,-6.051648575593148
88,134,-5.919023010318558
88,135,-1.504246634061193
88,136,-2.002158982219232
88,137,-1.3891065960442006
88,138,3.204408066794887
88,139,-4.0953429055900505
88,140,0.7599559288285926
88,141,-5.118595365223762
88,142,-3.752172407997789
88,143,-5.481773267636588
88,144,-5.097406066153824
88,145,-6.021685352215705
88,146,-6.021685352215705
89,116,-9.197776611271387
89,117,-9.156383926113161
89,118,-9.06744284277638
89,119,-8.52108300164652
89,120,-8.55928735431675
89,121,-7.954738562585092
89,122,-8.176587312201448
89,123,-7.5543239347852
89,124,-7.630750245112327
89,125,-6.584992754551651
89,126,-8.268357685557094
89,127,-10.85535393044918
89,128,-14.659957516198112
89,129,-13.485969382230195
89,130,-12.426924599629242
89,131,-9.077202680065536
89,132,-8.782803263300568
89,133,-6.799836602599349
89,134,-5.398436061817805
89,135,-3.4984593102500043
89,136,-1.565781192302296
89,137,-2.4746001596452802
89,138,1.3381864097839982
89,139,-3.153628990392664
89,140,-3.923387815721008
89,141,-5.412446776260619
89,142,-4.845594093160025
89,143,-5.423259645542838
89,144,-5.343470569470306
89,145,-5.855353930449181
89,146,-5.706414917437114
89,147,-5.6414741105041
90,118,-10.268357685557094
90,119,-10.10086659826333
90,120,-9.294686624279443
90,121,-8.930604882868373
90,122,-8.997747344717617
90,123,-8.340444114840118
90,124,-8.55928735431675
90,125,-7.419625360887744
90,126,-9.08383325896455
90,127,-11.097406066153823
90,128,-14.41244677626062
90,129,-13.47761730786543
90,130,-12.512034872669123
90,131,-10.258257358652768
90,132,-10.148558588601205
90,133,-7.720655356551724
90,134,-7.481773267636588
90,135,-4.778647303529411
90,136,-4.235359917825636
90,137,-1.290520936420845
90,138,0.2816851059877184
90,139,3.8968143016285173
90,140,4.877659430008736
90,141,-2.5356234361189562
90,142,10.1464161198172
90,143,-4.381601620842585
90,144,-1.1802758218816063
90,145,-4.863322860120456
90,146,-4.148946524743037
90,147,-5.039414119176137
90,148,-4.747527502952026
91,120,-14.021685352215705
91,121,-9.791236430837431
91,122,-9.77453073733458
91,123,-9.268357685557094
91,124,-9.35267857125713
91,125,-8.322715347879686
91,126,-9.919023010318558
91,127,-11.445728163451948
91,128,-14.77453073733458
91,129,-13.606712004244887
91,130,-12.727954595293223
91,131,-10.036408609036412
91,132,-9.791236430837431
91,133,-7.571436243896344
91,134,-7.268357685557094
91,135,-5.465382851448418
91,136,-4.137456582583102
91,137,-2.6000814253458744
91,138,-2.3862016054007933
91,139,-1.321743616173875
91,140,4.5156319772273426
91,141,-2.4417189332506246
91,142,-1.1313314111015265
91,143,-3.116429303467254
91,144,-4.333265530212995
91,145,-4.761613964230631
91,146,-4.781136103933106
91,147,-5.362720509551271
91,148,-3.6872316010647745
92,123,-10.653708566921111
92,124,-9.845594093160024
92,125,-9.294686624279443
92,126,-10.791236430837431
92,127,-11.875557316537467
92,129,-13.679262671393499
92,130,-12.82670874899965
92,131,-12.243534101832061
92,132,-10.574527320873486
92,133,-8.659957516198112
92,134,-8.070671812906578
92,135,-5.6792626713934995
92,136,-4.761613964230631
92,137,-3.957227362988787
92,138,-1.25629698168567
92,139,-1.9390435740585743
92,140,1.838507306046588
92,141,5.202203866879659
92,142,5.390339580597949
92,143,8.847860743281075
92,144,7.369874974875306
92,145,-1.732860430838876
92,146,9.650401248582533
92,147,-4.350512509500622
92,148,-2.793284993512701
92,150,-4.495346074825862
93,126,-12.799836602599349
93,127,-12.10086659826333
93,130,-13.156383926113161
93,131,-11.919023010318558
93,132,-9.94250410616808
93,133,-8.954738562585092
93,134,-7.791236430837432
93,135,-5.7106382357942005
93,136,-5.118595365223762
93,137,-5.0578975248701505
93,138,-4.032235534549014
93,139,-4.553338021803548
93,140,-4.161946786018559
93,141,-1.9188401879702872
93,142,0.03551197794781816
93,143,5.184979514956561
93,144,6.331512865159694
93,145,-2.240280425874074
93,146,-2.1901175783414106
93,147,-3.9289647075316063
93,148,-4.577640556297629
93,149,-5.378232675729518
93,150,-5.45348362814871
93,151,-5.3608198742118365
94,134,-7.4574139217771425
94,135,-5.5445640974960435
94,136,-5.490206435173451
94,137,-4.7861569053081565
94,138,-4.19173865627407
94,139,-4.400509070440671
94,140,-2.9980214340179123
94,141,-4.317534835375906
94,142,0.45635030859391346
94,143,-0.9029472287102976
94,144,1.9432876775050025
94,145,4.382485294516416
94,146,3.817258121896262
94,147,1.1565039668157246
94,148,5.574319351866681
94,149,-3.2473728084640547
94,150,7.91037862973303
94,151,-2.9213148070981427
94,152,-1.5272635822541065
94,153,-2.206267007263352
95,128,-9.799836602599349
95,134,-7.5445640974960435
95,135,-6.007444913101096
95,137,-5.601179515644927
95,138,-5.215505378231819
95,139,-5.355167371660825
95,140,-4.707818131846552
95,141,-5.164352855784437
95,142,-3.8537775422142255
95,143,-3.7294292808592293
95,144,-2.86695714477555
95,145,-2.2366403938841617
95,146,2.6363745992420347
95,147,-2.7378415944198617
95,148,3.8674018639709393
95,149,-2.938182732385438
95,150,-3.6307502451123264
95,151,-4.129590749525225
95,152,-4.358927520534132
96,137,-6.137078770917775
96,138,-5.791236430837432
96,142,-3.6000814253458744
96,143,-3.5111403420090936
96,144,-1.1309291002974873
96,145,-1.0464190207447956
96,146,-0.3506384639032923
96,147,1.4641810731248694
96,148,1.2582065344530204
96,149,3.9257548848305
96,150,3.6729400069789646
96,151,7.193412682493424
96,152,5.541867328085543
96,153,-3.913458695840777
96,154,3.919366176515036
96,155,-4.495346074825862
96,156,-2.2612628687924934
97,136,-6.176587312201449
97,137,-5.35267857125713
97,139,-6.156383926113162
97,141,-5.3404441148401185
97,143,-5.039414119176137
97,144,-5.0578975248701505
97,145,-4.875557316537468
97,146,-3.2797462744865067
97,147,-3.2418003890230613
97,148,-1.867687665522906
97,149,-2.3070203593531686
97,150,3.140167170540199
97,151,0.954530593578287
97,152,-0.04377892457858725
97,153,-3.4357285695614372
97,154,-3.975580564969667
97,156,-4.720655356551724
98,139,-7.176587312201448
98,140,-9.174524151637675
98,141,-5.907741999908869
98,142,-5.738384123512156
98,143,-5.143163556714499
98,144,-5.152453632484729
98,145,-4.691271578866515
98,146,-4.432853626621498
98,147,-4.067442842776381
98,148,-2.3898358900558874
98,149,-3.449743717141243
98,150,-0.03919702620390695
98,151,2.545595200604786
98,152,1.1168958281272106
98,153,2.9535644208062664
98,154,0.4230420254403103
98,155,-1.3116289449932312
98,156,-0.7805374898040058
98,157,-3.7912364308374316
98,158,-4.630750245112327
99,141,-6.720655356551724
99,142,-6.595716619943424
99,143,-6.368472838440362
99,144,-6.176587312201449
99,145,-5.930604882868373
99,146,-5.6792626713934995
99,147,-4.845594093160025
99,149,-4.3404441148401185
99,150,-3.7112044607530303
99,151,-3.008005654924513
99,152,-2.423990166290193
99,153,0.11137301178922714
99,154,-1.251175021793969
99,155,-0.12185609835070099
99,156,-0.9624097923827869
99,157,-4.315821639931786
99,158,-1.6758021392839928
100,141,-10.635483746814913
100,142,-10.595716619943424
100,143,-8.135194627043223
100,144,-10.004652012916925
100,145,-6.875557316537468
100,146,-7.311285886098905
100,147,-6.007444913101096
100,148,-5.960987511862094
100,149,-5.305682008580907
100,150,-4.243534101832062
100,151,-3.218228236567292
100,152,-2.5378414052943583
100,153,-2.0851716097368125
100,154,-3.4319590959614685
100,155,-2.639956733680595
100,156,-3.524479171511751
100,157,-0.5601268026999671
100,158,-10.930604882868373
100,159,-7.3227153478796865
101,143,-7.919023010318558
101,144,-10.544564097496043
101,145,-7.5445640974960435
101,146,-7.419625360887744
101,147,-6.653708566921111
101,148,-6.162346873086839
101,149,-5.782803263300569
101,150,-5.118595365223762
101,151,-5.358927520534132
101,152,-4.942504106168081
101,153,-4.720655356551724
101,154,-4.289291592392737
101,155,-3.83023433775081
101,156,-3.200565028438882
101,157,-0.8504856354152837
101,158,-3.738384123512156
101,159,-1.059865744472042
102,146,-13.197776611271387
102,148,-12.875557316537467
102,149,-7.595716619943424
102,150,-7.1078714998319885
102,151,-5.511140342009093
102,152,-5.789536645959537
102,153,-5.174112693073593
102,154,-7.034913617949461
102,155,-6.109640522570835
102,156,-10.419625360887743
102,157,-3.957227362988787
102,158,-8.473500741670598
102,160,-9.799836602599349
103,149,-7.980292667057481
103,150,-7.742931751262876
103,151,-6.241128032066183
103,152,-6.006046217908531
103,153,-6.05320240366177
103,154,-6.896746615607405
103,155,-6.905520539914911
103,156,-6.706414917437114
103,157,-5.243534101832062
103,158,-4.129590749525225
103,159,-3.3404441148401185
103,163,-2.9011114210098556
104,149,-9.457413921777142
104,150,-12.133318622044468
104,151,-7.273497325209505
104,152,-9.67468077301882
104,153,-6.855353930449181
104,154,-9.419625360887743
104,155,-7.118595365223762
104,156,-9.176587312201448
104,157,-5.666297694229132
104,158,-7.137078770917775
104,159,-4.720655356551724
104,161,-5.720655356551724
105,150,-7.294686624279443
105,151,-7.294686624279443
105,152,-7.137078770917775
105,153,-6.865338151355782
105,154,-7.791236430837432
105,155,-7.316963018990595
105,156,-7.243534101832062
105,157,-5.954738562585092
105,158,-6.067442842776381
105,161,-4.3404441148401185
105,163,-2.4953460748258616
105,165,-2.7664128471123997
106,152,-10.10086659826333
106,153,-8.036408609036412
106,154,-9.94250410616808
106,155,-8.137078770917775
106,156,-9.659957516198112
106,157,-7.498806606935368
106,158,-8.930604882868373
106,159,-6.3404441148401185
106,160,-7.9673276898931125
106,163,-5.229293662717452
106,165,-5.3404441148401185
107,153,-8.954738562585092
107,154,-9.419625360887743
107,155,-8.49020643517345
107,157,-7.855353930449181
107,159,-7.176587312201448
107,160,-6.268357685557094
107,163,-5.720655356551724
107,165,-6.4776173078654296
107,167,-5.855353930449181
107,171,-4.441901755598895
108,156,-10.595716619943424
108,157,-10.197776611271387
108,158,-10.026050157618156
108,159,-8.782803263300568
108,160,-7.896746615607405
108,161,-6.5120348726691235
108,162,-6.6179930146545765
108,165,-7.6179930146545765
108,167,-8.322715347879686
108,169,-10.021685352215705
108,170,-4.441901755598895
109,157,-10.176587312201448
109,159,-9.176587312201448
109,161,-7.817565369559781
109,165,-7.855353930449181
109,167,-7.659957516198113
109,168,-6.799836602599349
109,169,-6.845594093160024
109,173,-5.6792626713934995
110,160,-11.197776611271387
110,161,-10.28661900253141
110,163,-11.268357685557094
110,167,-9.886022750215632
110,169,-8.243534101832061
110,170,-9.653708566921111
110,171,-6.5165353738958
110,172,-5.6792626713934995
111,161,-9.919023010318558
111,163,-9.419625360887743
111,167,-9.875557316537467
111,168,-8.268357685557094
111,169,-6.855353930449181
111,170,-6.08383325896455
111,171,-5.498806606935368
111,175,-4.6792626713934995
112,165,-10.659957516198112
112,169,-8.38486325462853
112,170,-10.516535373895799
112,171,-6.896746615607405
112,172,-8.465382851448418
112,173,-5.9673276898931125
112,174,-4.6792626713934995
113,165,-10.35267857125713
113,169,-8.653708566921111
113,171,-7.5120348726691235
113,172,-6.758443917441125
113,173,-6.52108300164652
113,177,-7.197776611271387
114,170,-10.10086659826333
114,172,-8.278698518895313
114,173,-7.791236430837432
114,174,-7.692626632951481
114,175,-7.067442842776381
114,176,-6.220053005982539
115,173,-8.268357685557094
115,174,-8.156383926113161
115,175,-7.685893250292512
116,174,-9.579728514559294
116,176,-9.391596637287499
116,177,-8.77453073733458
117,176,-9.35267857125713
117,177,-8.791236430837431
118,176,-10.735378613372431
